cofactor_id,struct.burial_depth,struct.iron_count,struct.is_rieske,struct.is_hipip,Protein.count.ALA,Protein.count.ARG,Protein.count.ASN,Protein.count.ASP,Protein.count.CYS,Protein.count.GLN,Protein.count.GLU,Protein.count.GLY,Protein.count.HIS,Protein.count.ILE,Protein.count.LEU,Protein.count.LYS,Protein.count.MET,Protein.count.PHE,Protein.count.PRO,Protein.count.SER,Protein.count.THR,Protein.count.TRP,Protein.count.TYR,Protein.count.VAL,Protein.prop.Volume,Protein.prop.Log(Solubility (m at 20ºC)),Protein.prop.Hydrophobicity,Protein.prop.Isoelectric point,Protein.prop.P(helix),Protein.prop.nOats in side chain,Protein.prop.nSats in side chain,Protein.prop.nNats in side chain,Protein.prop.Steric hindrance,Protein.prop.nH-bonds,Protein.prop.Vol / log(solub),Protein.prop.Vol / P(helix),Protein.prop.Vol / P(sheet),Protein.prop.log(Solub) x Flex,Protein.prop.Steric hindrance x Flexibility,Protein.prop.Flexibility,Protein.prop.P(helix)+P(sheet),Protein.prop.log(Solub) x Hydrophobicity,Protein.prop.Hydrophobicity x Flex.,Protein.prop.V / (P(helix)+P(sheet)),Protein.prop.Steric hindrance / P(helix),Protein.prop.Isoelectric point / P(sheet),Protein.prop.P(sheet),Protein.prop.Vol x isoelectric point,Protein.prop.Isoelectric point / P(helix),Protein.prop.P(helix) / P(sheet),Protein.prop.Steric hindrance / P(sheet),Protein.prop.P(helix) x Flex.,Protein.mean.Volume,Protein.mean.Log(Solubility (m at 20ºC)),Protein.mean.Hydrophobicity,Protein.mean.Isoelectric point,Protein.mean.P(helix),Protein.mean.nOats in side chain,Protein.mean.nSats in side chain,Protein.mean.nNats in side chain,Protein.mean.Steric hindrance,Protein.mean.nH-bonds,Protein.mean.Vol / log(solub),Protein.mean.Vol / P(helix),Protein.mean.Vol / P(sheet),Protein.mean.log(Solub) x Flex,Protein.mean.Steric hindrance x Flexibility,Protein.mean.Flexibility,Protein.mean.P(helix)+P(sheet),Protein.mean.log(Solub) x Hydrophobicity,Protein.mean.Hydrophobicity x Flex.,Protein.mean.V / (P(helix)+P(sheet)),Protein.mean.Steric hindrance / P(helix),Protein.mean.Isoelectric point / P(sheet),Protein.mean.P(sheet),Protein.mean.Vol x isoelectric point,Protein.mean.Isoelectric point / P(helix),Protein.mean.P(helix) / P(sheet),Protein.mean.Steric hindrance / P(sheet),Protein.mean.P(helix) x Flex.,seq.CTDC__PolarizabilityC1,seq.CTDC__PolarizabilityC2,seq.CTDC__PolarizabilityC3,seq.CTDC__SolventAccessibilityC1,seq.CTDC__SolventAccessibilityC2,seq.CTDC__SolventAccessibilityC3,seq.CTDC__SecondaryStrC1,seq.CTDC__SecondaryStrC2,seq.CTDC__SecondaryStrC3,seq.CTDC__ChargeC1,seq.CTDC__ChargeC2,seq.CTDC__ChargeC3,seq.CTDC__PolarityC1,seq.CTDC__PolarityC2,seq.CTDC__PolarityC3,seq.CTDC__NormalizedVDWVC1,seq.CTDC__NormalizedVDWVC2,seq.CTDC__NormalizedVDWVC3,seq.CTDC__HydrophobicityC1,seq.CTDC__HydrophobicityC2,seq.CTDC__HydrophobicityC3,seq.CTDT__PolarizabilityT12,seq.CTDT__PolarizabilityT13,seq.CTDT__PolarizabilityT23,seq.CTDT__SolventAccessibilityT12,seq.CTDT__SolventAccessibilityT13,seq.CTDT__SolventAccessibilityT23,seq.CTDT__SecondaryStrT12,seq.CTDT__SecondaryStrT13,seq.CTDT__SecondaryStrT23,seq.CTDT__ChargeT12,seq.CTDT__ChargeT13,seq.CTDT__ChargeT23,seq.CTDT__PolarityT12,seq.CTDT__PolarityT13,seq.CTDT__PolarityT23,seq.CTDT__NormalizedVDWVT12,seq.CTDT__NormalizedVDWVT13,seq.CTDT__NormalizedVDWVT23,seq.CTDT__HydrophobicityT12,seq.CTDT__HydrophobicityT13,seq.CTDT__HydrophobicityT23,pH,Em
P00207_T10I_SF4_proximal,5.56503963470459,4,0,0,6,1,2,3,9,3,4,3,0,4,0,4,1,2,4,3,5,0,2,7,7957.7,-20.27654721290276,30.55,380.89,16.75,29,10,12,138.75,129,-5866.897901768688,32584.975443258736,25978.610633543587,-254.5499552574896,1321.0600000000002,827.2000000000002,37.36,-14.44998591880666,378.97,13520.28687586366,578.6775633717277,1275.1551249789495,20.61,48802.36600000001,1655.0324099023328,58.546765367617496,410.9474289672581,198.324,126.3126984126984,-0.3218499557603612,0.4849206349206348,6.045873015873017,0.2658730158730158,0.4603174603174603,0.1587301587301587,0.1904761904761904,2.202380952380953,2.0476190476190474,-93.12536352013792,517.2218324326783,412.3588989451363,-4.040475480277612,20.96920634920636,13.130158730158731,0.593015873015873,-0.2293648558540739,6.015396825396825,214.60772818831205,9.185358148757585,20.240557539348405,0.3271428571428571,774.6407301587303,26.27035571273544,0.9293137359939284,6.522975062972351,3.148,0.317,0.524,0.159,0.492,0.27,0.238,0.302,0.46,0.238,0.079,0.81,0.111,0.397,0.206,0.079,0.381,0.317,0.159,0.27,0.365,0.365,0.306,0.113,0.113,0.306,0.242,0.145,0.29,0.194,0.226,0.113,0.016,0.21,0.21,0.065,0.016,0.29,0.129,0.081,0.21,0.242,0.242,7.5,-550.0
P00207_T10I_SF4_distal,6.961597919464111,4,0,0,6,1,2,3,9,3,4,3,0,4,0,4,1,2,4,3,5,0,2,7,7957.7,-20.27654721290276,30.55,380.89,16.75,29,10,12,138.75,129,-5866.897901768688,32584.975443258736,25978.610633543587,-254.5499552574896,1321.0600000000002,827.2000000000002,37.36,-14.44998591880666,378.97,13520.28687586366,578.6775633717277,1275.1551249789495,20.61,48802.36600000001,1655.0324099023328,58.546765367617496,410.9474289672581,198.324,126.3126984126984,-0.3218499557603612,0.4849206349206348,6.045873015873017,0.2658730158730158,0.4603174603174603,0.1587301587301587,0.1904761904761904,2.202380952380953,2.0476190476190474,-93.12536352013792,517.2218324326783,412.3588989451363,-4.040475480277612,20.96920634920636,13.130158730158731,0.593015873015873,-0.2293648558540739,6.015396825396825,214.60772818831205,9.185358148757585,20.240557539348405,0.3271428571428571,774.6407301587303,26.27035571273544,0.9293137359939284,6.522975062972351,3.148,0.317,0.524,0.159,0.492,0.27,0.238,0.302,0.46,0.238,0.079,0.81,0.111,0.397,0.206,0.079,0.381,0.317,0.159,0.27,0.365,0.365,0.306,0.113,0.113,0.306,0.242,0.145,0.29,0.194,0.226,0.113,0.016,0.21,0.21,0.065,0.016,0.29,0.129,0.081,0.21,0.242,0.242,7.5,-550.0
P46797_SF4,5.323875904083252,4,0,0,7,1,1,8,6,2,4,5,0,2,4,4,1,1,4,2,2,0,0,6,7317.5999999999985,-18.81420776658088,20.739999999999995,349.23999999999995,16.66,31,7,10,118.65000000000002,112,-318.3104419193546,28879.579858016088,26449.80289398798,-275.462462258751,1201.662,872.6,34.39,-2.718552918080188,225.918,12919.458186350124,472.419969701781,1286.9546043209366,17.730000000000004,43533.595,1489.8695122988474,63.392370493304064,385.3491593232914,216.882,121.95999999999998,-0.3135701294430146,0.3456666666666665,5.820666666666666,0.2776666666666667,0.5166666666666667,0.1166666666666666,0.1666666666666666,1.9775000000000005,1.8666666666666667,-5.305174031989243,481.3263309669348,440.830048233133,-4.59104103764585,20.0277,14.543333333333331,0.5731666666666667,-0.0453092153013364,3.7653,215.32430310583536,7.873666161696351,21.449243405348945,0.2955,725.5599166666667,24.831158538314124,1.0565395082217344,6.422485988721523,3.6147,0.4,0.483,0.117,0.517,0.333,0.15,0.383,0.283,0.333,0.083,0.717,0.2,0.333,0.183,0.083,0.467,0.317,0.117,0.333,0.333,0.333,0.288,0.085,0.102,0.407,0.136,0.119,0.22,0.254,0.254,0.153,0.017,0.305,0.169,0.085,0.0,0.22,0.085,0.102,0.288,0.237,0.254,8.0,-420.0
Q46FL2_SF4,13.993290901184082,4,0,0,31,12,16,18,2,6,40,29,15,31,34,27,11,11,17,15,12,0,10,33,49778.1,-137.1736383943769,136.85,2248.36,110.14,175,13,115,821.39,669,8745.864238995973,178348.90859511148,174331.00347486572,-928.8273316182928,6251.071999999998,4337.8,221.01,-72.8780221184723,686.33,83806.96509444583,2951.8458845785285,8205.358421152778,110.87000000000002,308750.283,8728.297210432755,405.4471154515704,2589.067006517628,1153.671,134.5354054054054,-0.3707395632280457,0.3698648648648648,6.076648648648648,0.2976756756756756,0.4729729729729729,0.0351351351351351,0.3108108108108108,2.219972972972973,1.808108108108108,23.63747091620533,482.0240772840851,471.1648742563938,-2.5103441395088995,16.894789189189183,11.723783783783784,0.5973243243243243,-0.1969676273472224,1.854945945945946,226.5053110660698,7.977961850212239,22.176644381494,0.2996486486486487,834.4602243243243,23.589992460629063,1.095803014733974,6.997478395993588,3.11802972972973,0.284,0.484,0.232,0.462,0.322,0.216,0.476,0.268,0.257,0.105,0.738,0.157,0.357,0.214,0.146,0.33,0.432,0.232,0.322,0.349,0.33,0.279,0.141,0.236,0.285,0.195,0.138,0.247,0.225,0.165,0.144,0.051,0.236,0.173,0.081,0.098,0.276,0.171,0.206,0.198,0.225,0.244,7.0,-407.0
P80882_SF4,6.0850911140441895,4,0,1,15,0,1,4,4,3,2,5,1,0,4,11,0,1,4,4,7,2,3,4,9410.6,-13.744432054635633,19.82,478.4,21.67,30,4,19,146.21,136,-831.2588845336322,35851.572016926424,33153.737867434764,-104.10428051269795,1453.3959999999995,1012.4,43.62,-16.666277490651463,264.118,16268.708871529408,572.4826067478273,1763.2782845082818,21.950000000000003,61868.07800000001,1897.9968974897663,81.44353591116204,477.5190974609714,273.268,125.47466666666664,-0.1832590940618084,0.2642666666666666,6.378666666666667,0.2889333333333334,0.4,0.0533333333333333,0.2533333333333333,1.949466666666667,1.8133333333333328,-11.083451793781762,478.02096022568566,442.0498382324635,-1.3880570735026394,19.37861333333333,13.498666666666663,0.5816,-0.2222170332086862,3.521573333333333,216.9161182870588,7.633101423304364,23.51037712677709,0.2926666666666667,824.9077066666667,25.306625299863555,1.0859138121488272,6.3669212994796185,3.643573333333333,0.467,0.293,0.24,0.467,0.28,0.253,0.48,0.28,0.24,0.147,0.773,0.08,0.24,0.133,0.16,0.52,0.187,0.24,0.28,0.52,0.2,0.297,0.297,0.108,0.23,0.203,0.203,0.297,0.351,0.135,0.23,0.041,0.122,0.081,0.014,0.027,0.23,0.324,0.068,0.419,0.014,0.284,7.0,351.0
P00264_SF4,8.683514595031738,4,0,1,10,0,4,6,4,11,5,3,2,0,4,1,1,3,6,4,2,2,1,2,8965.1,-25.723777090568767,21.87,402.72,20.8,44,5,22,134.26,163,-6267.500330656671,33952.186732133254,32981.35029320397,-313.30401012123934,1420.816,950.3,40.75,-4.210527689873449,183.838,15701.112448317566,534.7358435256692,1506.2310384200982,19.95,50925.10899999999,1646.77378409731,80.80448587966335,466.8025012537777,262.222,126.26901408450703,-0.3623067195854756,0.3080281690140845,5.672112676056338,0.2929577464788732,0.6197183098591549,0.0704225352112676,0.3098591549295774,1.8909859154929576,2.295774647887324,-88.27465254446015,478.1998131286374,464.5260604676615,-4.412732536918864,20.01149295774648,13.384507042253524,0.573943661971831,-0.059303206899626,2.5892676056338018,221.1424288495432,7.531490753882665,21.214521667888707,0.2809859154929577,717.255056338028,23.193996959117044,1.1380913504177936,6.574683116250391,3.6932676056338014,0.352,0.507,0.141,0.394,0.38,0.225,0.479,0.197,0.324,0.014,0.831,0.155,0.239,0.366,0.042,0.437,0.366,0.141,0.38,0.394,0.225,0.371,0.086,0.143,0.357,0.214,0.157,0.157,0.343,0.129,0.014,0.014,0.3,0.171,0.014,0.029,0.343,0.114,0.086,0.343,0.171,0.143,8.0,280.0
P11425_SF4_proximal,2.964627742767334,4,0,0,4,0,3,6,8,2,3,6,1,5,2,3,1,0,3,2,2,0,0,8,7151.799999999999,-19.83898032020237,27.93,346.29999999999995,15.19,27,9,10,124.67000000000004,109,-7138.3808853992805,29761.95175882769,24460.00361332546,-253.87418303431605,1182.088,881.5,33.800000000000004,-7.748401826987852,278.862,12655.183575861816,506.95694793324486,1230.3823041325952,18.61,42537.885,1569.0028798980234,54.70803546567562,372.6246677433709,194.919,121.21694915254236,-0.3362539037322436,0.4733898305084745,5.869491525423728,0.257457627118644,0.4576271186440678,0.1525423728813559,0.1694915254237288,2.1130508474576275,1.847457627118644,-120.9895065321912,504.4398603191135,414.5763324292451,-4.302952254818916,20.035389830508475,14.940677966101696,0.5728813559322035,-0.1313288445252178,4.726474576271186,214.49463687901385,8.592490642936353,20.85393735817958,0.3154237288135593,720.9811016949153,26.59326915081396,0.9272548384012818,6.315672334633406,3.30371186440678,0.339,0.576,0.085,0.559,0.288,0.153,0.271,0.39,0.339,0.051,0.797,0.153,0.407,0.186,0.068,0.39,0.39,0.085,0.288,0.305,0.407,0.397,0.052,0.103,0.328,0.19,0.103,0.259,0.19,0.293,0.103,0.0,0.224,0.172,0.086,0.017,0.241,0.052,0.103,0.155,0.276,0.328,7.0,-333.0
P11425_SF4_distal,13.658556938171388,4,0,0,4,0,3,6,8,2,3,6,1,5,2,3,1,0,3,2,2,0,0,8,7151.799999999999,-19.83898032020237,27.93,346.29999999999995,15.19,27,9,10,124.67000000000004,109,-7138.3808853992805,29761.95175882769,24460.00361332546,-253.87418303431605,1182.088,881.5,33.800000000000004,-7.748401826987852,278.862,12655.183575861816,506.95694793324486,1230.3823041325952,18.61,42537.885,1569.0028798980234,54.70803546567562,372.6246677433709,194.919,121.21694915254236,-0.3362539037322436,0.4733898305084745,5.869491525423728,0.257457627118644,0.4576271186440678,0.1525423728813559,0.1694915254237288,2.1130508474576275,1.847457627118644,-120.9895065321912,504.4398603191135,414.5763324292451,-4.302952254818916,20.035389830508475,14.940677966101696,0.5728813559322035,-0.1313288445252178,4.726474576271186,214.49463687901385,8.592490642936353,20.85393735817958,0.3154237288135593,720.9811016949153,26.59326915081396,0.9272548384012818,6.315672334633406,3.30371186440678,0.339,0.576,0.085,0.559,0.288,0.153,0.271,0.39,0.339,0.051,0.797,0.153,0.407,0.186,0.068,0.39,0.39,0.085,0.288,0.305,0.407,0.397,0.052,0.103,0.328,0.19,0.103,0.259,0.19,0.293,0.103,0.0,0.224,0.172,0.086,0.017,0.241,0.052,0.103,0.155,0.276,0.328,7.0,-333.0
P00266_SF4,5.912142753601074,4,0,1,11,1,4,2,4,4,1,6,0,4,0,6,1,2,3,5,3,0,3,3,7688.100000000001,-11.519771555066308,18.450000000000003,399.3299999999999,17.319999999999997,25,5,17,120.71000000000002,122,2967.821106774968,30560.06220018372,27100.82729394984,-43.74521546870817,1210.063,942.4,35.83,-13.44684451691912,197.87,13622.602282681752,476.7919317430078,1503.1872531841948,18.51,49889.38700000001,1672.2522654770412,64.95871698361638,383.57030671104815,232.07299999999995,122.03333333333336,-0.1828535167470842,0.2928571428571429,6.338571428571427,0.2749206349206348,0.3968253968253968,0.0793650793650793,0.2698412698412698,1.9160317460317464,1.9365079365079363,47.10827153611061,485.0803523838686,430.1718618087276,-0.6943684995033043,19.207349206349203,14.95873015873016,0.5687301587301588,-0.2134419764590336,3.140793650793651,216.23178226478973,7.568125900682664,23.860115129907854,0.2938095238095238,791.8950317460319,26.54368675360383,1.031090745771689,6.088417566842034,3.683698412698412,0.429,0.365,0.206,0.476,0.286,0.238,0.381,0.302,0.317,0.111,0.841,0.048,0.27,0.19,0.111,0.476,0.254,0.206,0.286,0.492,0.222,0.21,0.129,0.177,0.29,0.274,0.145,0.242,0.29,0.21,0.145,0.0,0.097,0.177,0.065,0.016,0.145,0.129,0.145,0.242,0.194,0.161,7.0,380.0
Q9X115_SF4_proximal,5.18434476852417,4,0,0,5,12,6,3,8,0,4,20,0,5,2,5,3,4,5,1,0,2,3,7,12092.4,-20.452496755673,31.06,634.7,24.42,24,11,49,179.26,195,38285.147266277294,49339.921115981255,43846.82265707785,-26.55282674715076,1459.686,1535.4,51.79,-27.315895029602466,349.126,22094.72120254876,686.4358634913708,2542.8589888516794,27.37,83819.26000000001,2874.093322832281,92.8701681361093,556.4469312161491,307.517,127.28842105263158,-0.2152894395333999,0.3269473684210526,6.681052631578948,0.2570526315789473,0.2526315789473684,0.1157894736842105,0.5157894736842106,1.8869473684210525,2.0526315789473686,403.00155017134,519.3675906945396,461.545501653451,-0.2795034394436921,15.365115789473684,16.162105263157894,0.5451578947368421,-0.2875357371537101,3.675010526315789,232.576012658408,7.225640668330219,26.76693672475452,0.2881052631578947,882.3080000000001,30.253613924550333,0.9775807172222032,5.857336118064727,3.237021052631579,0.305,0.389,0.305,0.558,0.316,0.126,0.326,0.305,0.368,0.179,0.747,0.074,0.358,0.158,0.179,0.358,0.253,0.305,0.316,0.358,0.326,0.213,0.34,0.213,0.457,0.128,0.096,0.213,0.372,0.245,0.362,0.0,0.128,0.149,0.138,0.011,0.202,0.372,0.128,0.34,0.213,0.277,8.0,-570.0
Q9X115_SF4_distal,7.258875846862793,4,0,0,5,12,6,3,8,0,4,20,0,5,2,5,3,4,5,1,0,2,3,7,12092.4,-20.452496755673,31.06,634.7,24.42,24,11,49,179.26,195,38285.147266277294,49339.921115981255,43846.82265707785,-26.55282674715076,1459.686,1535.4,51.79,-27.315895029602466,349.126,22094.72120254876,686.4358634913708,2542.8589888516794,27.37,83819.26000000001,2874.093322832281,92.8701681361093,556.4469312161491,307.517,127.28842105263158,-0.2152894395333999,0.3269473684210526,6.681052631578948,0.2570526315789473,0.2526315789473684,0.1157894736842105,0.5157894736842106,1.8869473684210525,2.0526315789473686,403.00155017134,519.3675906945396,461.545501653451,-0.2795034394436921,15.365115789473684,16.162105263157894,0.5451578947368421,-0.2875357371537101,3.675010526315789,232.576012658408,7.225640668330219,26.76693672475452,0.2881052631578947,882.3080000000001,30.253613924550333,0.9775807172222032,5.857336118064727,3.237021052631579,0.305,0.389,0.305,0.558,0.316,0.126,0.326,0.305,0.368,0.179,0.747,0.074,0.358,0.158,0.179,0.358,0.253,0.305,0.316,0.358,0.326,0.213,0.34,0.213,0.457,0.128,0.096,0.213,0.372,0.245,0.362,0.0,0.128,0.149,0.138,0.011,0.202,0.372,0.128,0.34,0.213,0.277,8.0,-380.0
P50727_SF4,5.155068874359131,4,0,0,9,0,1,12,4,0,10,6,0,6,3,5,2,4,5,1,4,0,3,7,10529.7,-40.10634519327102,29.3,449.26,23.51,53,6,6,175.11,144,-7805.309557018512,39980.65488649352,37361.58817486636,-471.21466766872544,1561.0549999999998,1069.4999999999998,48.06,-6.480243965326941,161.75399999999996,18115.636025300515,672.8450245444558,1626.968052801736,24.550000000000004,58547.588,1856.4203522270363,89.1266737630893,558.0304525079729,280.395,128.4109756097561,-0.4891017706496465,0.3573170731707317,5.478780487804878,0.2867073170731707,0.6463414634146342,0.073170731707317,0.073170731707317,2.135487804878049,1.7560975609756098,-95.18670191485992,487.5689620304087,455.6291240837361,-5.746520337423481,19.037256097560974,13.042682926829263,0.5860975609756097,-0.0790273654308163,1.9726097560975608,220.9223905524453,8.205427128590925,19.84107381465532,0.299390243902439,713.9949756097561,22.639272588134588,1.0869106556474304,6.805249420828938,3.419451219512195,0.39,0.439,0.171,0.476,0.341,0.183,0.354,0.341,0.305,0.061,0.671,0.268,0.354,0.195,0.061,0.451,0.329,0.171,0.341,0.341,0.317,0.37,0.148,0.136,0.284,0.16,0.148,0.247,0.272,0.222,0.099,0.025,0.358,0.136,0.062,0.012,0.296,0.16,0.123,0.235,0.198,0.284,7.0,-385.0
P00208_C58A_SF4_proximal,5.600997447967529,4,0,0,4,2,2,6,8,2,14,5,0,7,3,2,2,0,5,4,6,0,3,6,10356.6,-39.21450074329131,29.699999999999992,447.6700000000001,22.680000000000007,57,10,12,174.91,183,-7372.730453061818,40339.014693407735,36263.81886241785,-415.29650930925374,1612.274,1052.2,47.620000000000005,-8.59877090192067,293.93999999999994,17697.803833575166,696.9593122039641,1569.3748622769815,24.94,57696.023,1934.547580404632,84.71437412935478,548.4026656121296,257.945,127.85925925925926,-0.4841296388060656,0.3666666666666666,5.526790123456791,0.2800000000000001,0.7037037037037037,0.1234567901234567,0.1481481481481481,2.159382716049383,2.259259259259259,-91.02136361804716,498.0125270791078,447.7014674372574,-5.127117398879676,19.904617283950618,12.990123456790124,0.5879012345679013,-0.1061576654558107,3.628888888888888,218.49140535277985,8.60443595313536,19.374998299715823,0.3079012345679012,712.2965802469135,23.883303461785577,1.045856470732775,6.770403279162093,3.184506172839506,0.309,0.58,0.111,0.407,0.346,0.247,0.358,0.37,0.272,0.049,0.704,0.247,0.358,0.284,0.049,0.37,0.42,0.111,0.346,0.333,0.321,0.388,0.075,0.113,0.312,0.175,0.212,0.275,0.212,0.175,0.075,0.025,0.35,0.2,0.05,0.013,0.388,0.075,0.113,0.312,0.212,0.175,7.0,-590.0
P00208_C58A_SF4_distal,7.78748083114624,4,0,0,4,2,2,6,8,2,14,5,0,7,3,2,2,0,5,4,6,0,3,6,10356.6,-39.21450074329131,29.699999999999992,447.6700000000001,22.680000000000007,57,10,12,174.91,183,-7372.730453061818,40339.014693407735,36263.81886241785,-415.29650930925374,1612.274,1052.2,47.620000000000005,-8.59877090192067,293.93999999999994,17697.803833575166,696.9593122039641,1569.3748622769815,24.94,57696.023,1934.547580404632,84.71437412935478,548.4026656121296,257.945,127.85925925925926,-0.4841296388060656,0.3666666666666666,5.526790123456791,0.2800000000000001,0.7037037037037037,0.1234567901234567,0.1481481481481481,2.159382716049383,2.259259259259259,-91.02136361804716,498.0125270791078,447.7014674372574,-5.127117398879676,19.904617283950618,12.990123456790124,0.5879012345679013,-0.1061576654558107,3.628888888888888,218.49140535277985,8.60443595313536,19.374998299715823,0.3079012345679012,712.2965802469135,23.883303461785577,1.045856470732775,6.770403279162093,3.184506172839506,0.309,0.58,0.111,0.407,0.346,0.247,0.358,0.37,0.272,0.049,0.704,0.247,0.358,0.284,0.049,0.37,0.42,0.111,0.346,0.333,0.321,0.388,0.075,0.113,0.312,0.175,0.212,0.275,0.212,0.175,0.075,0.025,0.35,0.2,0.05,0.013,0.388,0.075,0.113,0.312,0.212,0.175,7.0,-451.0
Q46FL1_SF4,6.6924920082092285,4,0,0,20,14,9,12,8,6,23,28,0,27,19,23,6,5,10,20,6,0,8,21,34721.8,-77.566958484032,89.42,1649.89,76.03,119,14,80,557.6399999999999,508,37252.89760882842,128161.36780535428,122212.29809635546,-318.8219526281498,4472.345,3509.0,155.12,-61.96192837946626,594.83,59464.77310370444,2019.7554873373108,6141.645824084414,79.09,222160.313,6642.20141651735,280.7899625949012,1737.7736757942014,849.216,131.0256603773585,-0.2927055037133283,0.3374339622641509,6.226,0.2869056603773585,0.4490566037735849,0.0528301886792452,0.3018867924528302,2.1043018867924523,1.916981132075472,140.5769721087865,483.6278030390727,461.1784833824734,-1.203101708030754,16.87677358490566,13.241509433962264,0.5853584905660377,-0.2338185976583632,2.2446415094339622,224.39537020265823,7.621718820140796,23.176021977677035,0.2984528301886792,838.340803773585,25.064911005725847,1.059584764509061,6.557636512430949,3.204588679245283,0.325,0.464,0.211,0.483,0.328,0.189,0.419,0.283,0.298,0.14,0.728,0.132,0.355,0.181,0.14,0.362,0.396,0.211,0.328,0.347,0.325,0.307,0.133,0.201,0.28,0.197,0.11,0.197,0.242,0.182,0.186,0.038,0.189,0.106,0.08,0.064,0.284,0.148,0.178,0.201,0.189,0.239,7.0,-256.0
P00200_SF4_proximal,5.299907684326172,4,0,0,10,0,0,4,8,0,7,5,2,5,0,2,0,0,2,1,4,0,1,4,6477.2,-19.43569308663165,23.42,312.67999999999995,15.46,28,8,6,111.38000000000002,98,-5996.268415960878,25816.858238167068,22816.20877902239,-189.9513818413662,1123.581,828.4000000000001,32.220000000000006,-6.255459482292716,313.6479999999999,11188.482298427269,440.6358687663104,1131.7928243195474,16.76,36920.687,1348.1356244463605,59.04114243317217,345.85868399675184,206.388,117.76727272727273,-0.3533762379387573,0.4258181818181817,5.685090909090908,0.2810909090909091,0.509090909090909,0.1454545454545454,0.109090909090909,2.0250909090909097,1.7818181818181815,-109.0230621083796,469.3974225121285,414.84015961858887,-3.4536614880248404,20.428745454545453,15.061818181818184,0.5858181818181819,-0.1137356269507766,5.702690909090907,203.42695088049567,8.011561250296552,20.5780513512645,0.3047272727272727,671.2852181818181,24.51155680811565,1.0734753169667668,6.288339709031852,3.752509090909091,0.436,0.473,0.091,0.582,0.236,0.182,0.382,0.4,0.218,0.036,0.764,0.2,0.327,0.164,0.073,0.473,0.291,0.091,0.236,0.455,0.309,0.407,0.056,0.093,0.333,0.241,0.093,0.296,0.148,0.296,0.074,0.0,0.352,0.167,0.074,0.019,0.259,0.056,0.093,0.259,0.167,0.315,7.0,-382.0
P00200_SF4_distal,5.343563556671143,4,0,0,10,0,0,4,8,0,7,5,2,5,0,2,0,0,2,1,4,0,1,4,6477.2,-19.43569308663165,23.42,312.67999999999995,15.46,28,8,6,111.38000000000002,98,-5996.268415960878,25816.858238167068,22816.20877902239,-189.9513818413662,1123.581,828.4000000000001,32.220000000000006,-6.255459482292716,313.6479999999999,11188.482298427269,440.6358687663104,1131.7928243195474,16.76,36920.687,1348.1356244463605,59.04114243317217,345.85868399675184,206.388,117.76727272727273,-0.3533762379387573,0.4258181818181817,5.685090909090908,0.2810909090909091,0.509090909090909,0.1454545454545454,0.109090909090909,2.0250909090909097,1.7818181818181815,-109.0230621083796,469.3974225121285,414.84015961858887,-3.4536614880248404,20.428745454545453,15.061818181818184,0.5858181818181819,-0.1137356269507766,5.702690909090907,203.42695088049567,8.011561250296552,20.5780513512645,0.3047272727272727,671.2852181818181,24.51155680811565,1.0734753169667668,6.288339709031852,3.752509090909091,0.436,0.473,0.091,0.582,0.236,0.182,0.382,0.4,0.218,0.036,0.764,0.2,0.327,0.164,0.073,0.473,0.291,0.091,0.236,0.455,0.309,0.407,0.056,0.093,0.333,0.241,0.093,0.296,0.148,0.296,0.074,0.0,0.352,0.167,0.074,0.019,0.259,0.056,0.093,0.259,0.167,0.315,7.0,-382.0
P00214_SF4,5.480066776275635,4,0,0,7,1,4,11,9,4,14,3,2,6,7,6,2,5,9,1,3,2,2,9,14456.5,-54.24294666639784,47.36,607.9499999999999,30.95,64,11,23,239.06,218,-8501.920515597407,54551.79880722421,49827.183760063504,-728.5876907160024,2059.345,1203.3,64.08999999999999,-15.727407841791562,384.814,24290.908619651163,941.5876896489592,2080.8727885976245,33.14,83398.324,2488.067562688143,113.53039655324892,760.5170538431441,326.00100000000003,135.10747663551402,-0.5069434267887648,0.4426168224299065,5.681775700934579,0.2892523364485981,0.5981308411214953,0.102803738317757,0.2149532710280373,2.2342056074766354,2.037383177570093,-79.45720108034959,509.8298953946188,465.6746145800328,-6.809230754355163,19.246214953271025,11.245794392523363,0.5989719626168223,-0.1469851200167435,3.5963925233644862,227.0178375668333,8.799884949990272,19.447409239230137,0.3097196261682243,779.4235887850467,23.25296787559012,1.0610317434883076,7.107636017225646,3.046738317757009,0.234,0.579,0.187,0.449,0.374,0.178,0.402,0.336,0.262,0.065,0.701,0.234,0.393,0.29,0.084,0.318,0.411,0.187,0.374,0.252,0.374,0.302,0.094,0.208,0.377,0.151,0.16,0.217,0.198,0.179,0.075,0.028,0.349,0.245,0.075,0.038,0.302,0.113,0.16,0.245,0.292,0.189,7.8,-647.0
